"name","description","make","model","type","year","price","engine","cylinders","fuel","mileage","transmission","trim","body","doors","exterior_color","interior_color","drivetrain"
"2024 Ford Transit-250 148 WB Medium Roof Cargo","
      
        Load Area Protection Package,Reverse Sensing System,Radio: AM/FM Stereo W/Sync 3,Front & Rear Vinyl Floor Covering,Front Fog Lamps,2 Additional Keys (4 Total),Full Rear Compartment Lighting,3.73 Axle Ratio,Dark Palazzo Gray; Vinyl Front Bucket Seats,Engine: 3.5L Pfdi V6 Flex-Fuel,Front License Plate Bracket,Order Code 101A,Oxford White,Transmission: 10-Spd Automatic W/Od & Selectshift
      
    ","Ford","Transit-250","New","2024","53595","24V PDI DOHC Flexible Fuel","6","E85 Flex Fuel","10","Automatic","148 WB Medium Roof Cargo","Cargo Van","3","Oxford White","Dark Palazzo Gray","Rear-wheel Drive"
"2023 Jeep Grand Cherokee 4xe Trailhawk","
      
        Diamond Black Crystal Pearlcoat 2023 Jeep Grand Cherokee Trailhawk 4xe 4WD 8-Speed Automatic 2.0L I4 DOHC 2.0L I4 DOHC, 4WD. Clement Chrysler Dodge Jeep Ram of Columbia is pleased to offer this 2023 Jeep Grand Cherokee Trailhawk 4xe in Diamond Black Crystal Pearlcoat with Global Black Leather. This Grand Cherokee is very well equipped with 2.0L I4 DOHC and 4WD. This vehicle won't be on the lot long! Very well priced! Rest assured you are getting the best deal possible on every new car as most are already discounted thousands below market retail value! You can purchase the vehicle by paying cash or let our experienced business managers get you the best rate through our 70+ elite lending partners. You'll never pay more at Clement. Buying a vehicle from us is easy. The price you see is the price you get with our no-haggle pricing! Price excludes tax, title, tags and administrative fee. We will pay top dollar for your car! Bring your vehicle in today for a free appraisal. Please call to confirm all vehicle information, pricing, features, and availability. We strive to describe our cars as truthfully as possible and make every attempt to ensure accurate pricing and options on every vehicle. Dealer is not responsible for computer errors, human errors, or third party errors with pricing or description of vehicle including options or features. We recommend you contact the dealer to ensure accuracy of advertised vehicles. Please see the dealer website for full pricing details. Price includes: $1000 - 2023 CDJ Bonus Cash 23CPA. Exp. 06/03/2024 $1000 - 2023 CJ Retail Bonus Cash 23CPA1. Exp. 06/03/2024 $2000 - 2023 JEEP Midwest BC Retail Bonus Cash MWCPA1. Exp. 06/03/2024
      
    ","Jeep","Grand Cherokee 4xe","New","2023","59547","16V GDI DOHC Turbo Hybrid","4","Hybrid","185","8-Speed Automatic","Trailhawk","SUV","4","Diamond Black","Global Black","Four-wheel Drive"
"2024 Kia EV6 GT","Yacht Blue 2024 Kia EV6 GT AWD 1-Speed Automatic4D Sport Utility Electric Motor88/77 City/Highway MPG Price includes $799.50 D&H Fee, and all applicable rebates some customers may not qualify for all. See dealer for details.: $7500 - Kia Customer Cash. Exp. 07/08/2024Costco, Sam's Club or Amazon Prime Member? Let us know, you may be eligible for additional savings. Active military or first responder? Educator or health care worker? Tell us! We appreciate what you do everyday! We'll go the extra mile for you! Shakey credit? Don't stress, we have programs that may help! When you visit or call please ask for our Internet Team. Call us at 720-251-2696.","Kia","EV6","New","2024","49820","c",,"Electric","13","Automatic","GT","SUV","4","Yacht Blue","Black","All-wheel Drive"
"2024 Volkswagen Jetta 1.4T SE","
      
        Text Bryan Franks @ 256-333-91052024 VW Jetta 1.5 T SE in Pyrite Silver Metallic exterior with Titan Black leatherette interiorPower Tilting & Sliding Panoramic Sunroof $850.00Auto-Dimming Rearview Mirror w/ HomeLink Connect® & 4-year app subscr. (Must accept Terms; see connect.homelink.com) $405.00Black Wheel Package: 17'' black painted alloy wheels $395.00Monster Mats® (set of 4) & Heavy Duty Trunk Liner w/ VW CarGo Blocks $296.00VW Care: Prepaid Scheduled Maintenance Contract w/ 30,000-mile servicing for Sedans/Hatchbacks $195.00First Aid Kit & Roadside Assistance Kit $110.00Displayed selling price requires financing new vehicle through a Hiley Volkswagen of Huntsville preferred lender at the dealership choosing. Subject to credit approval. This offer cannot be combine with special financing rates if available. This offer cannot be combined with lease offers. Additional bonus available for Military/First Responders and recent College Graduates (not all will qualify). Pricing excludes taxes, title, fees, and accessories.
      
    ","Volkswagen","Jetta","New","2024","27175","4 gasoline direct injection, DOHC, variable valve control","4","Gasoline","5","8-Speed Automatic with Tiptronic","1.4T SE","Sedan","4","Pyrite Silver Metallic","Titan Black","Front-wheel Drive"
"2024 Ford Mustang Mach-E Premium","2024 Ford Mustang Mach-E Premium 300A 99/86 City/Highway MPG Recent Arrival! AWD 300A Dual Electric MotorWe offer low, upfront, market-based pricing on all vehicles, ensuring fairness and clarity. Our Product Specialists' pay is not based on the vehicle price, so there's never a hidden agenda. Experience peace of mind with our 3-day money-back guarantee on all vehicle purchases and 30-day exchange policy on pre-owned vehicles.","Ford","Mustang Mach-E","New","2024","47790","c",,"Electric","5","1-Speed Automatic","Premium","SUV","4","Vapor Blue","Black","All-wheel Drive"
"2024 Chevrolet Silverado 1500 RST","Summit White 2024 Chevrolet Silverado 1500 RST 4WD 10-Speed Automatic EcoTec3 5.3L V8 10-Speed Automatic, 4WD, Black Cloth. Price includes: $1250 - Customer Cash. Exp. 06/03/2024 $1750 - Bonus Cash. Exp. 06/03/2024.PLEASE CALL NEW SALES AT 1(866)-699-7430  OR (325)-823-3261 FOR MORE INFO. THANK YOU FOR  LOOKING.","Chevrolet","Silverado 1500","New","2024","58610","16V GDI OHV","8","Gasoline","0","Automatic","RST","Pickup Truck","4","Summit White","Jet Black","Four-wheel Drive"
"2024 Kia Seltos EX","
      
        NEW PRICE!!!!, THIS NEW VEHICLE MIGHT QUALIFY FOR REBATES AND INCENTIVES THAT ARE NOT SHOWN IN THIS PRICE., 5YR 60,000 MILE BUMPER TO BUMPER WARRANTY / 10 YR 100,000 MILE LIMITED POWER TRAIN WARRANTY, LEATHER SEATS, HEATED SEATS, BLUETOOTH, REMOTE START, BACKUP CAMERA, MUST SEE!!!, HARD TO FIND!!!, SHOTTENKIRK PREMIER ADAVANTAGE. 27/31 City/Highway MPG All of our New and Pre-Owned Vehicles come with added value, our exclusive Premier Advantage . This includes Wheel Repair, Dent and Ding Repair, Front Windshield Repair, and Key Replacement! Exclusive of published sales price, all vehicles are equipped with the NitroFill product, of nitrogen based gas in the tires for extended tire life and enhanced fuel economy. Beautiful Quincy, IL is located on the Mississippi River on the Illinois & Missouri border. Our mission at Shottenkirk Automotive is to make sure you are 100% completely satisfied with your ownership experience. We want you to be completely satisfied; not only with the vehicle you buy, but also the way you buy your vehicle. Our professional sales & management staff will work hard to make your visit to Shottenkirk Automotive a great car buying experience. Such a great experience that you will have the confidence to buy from us again, and also tell your friends & family to do the same.
      
    Our Mission at Shottenkirk Chevrolet is to make sure you are 100% Completely Satisfied with your Ownership Experience. Satisfied not only with the vehicle you buy, but also the way you buy your vehicle. Our sales department will earn your Trust and Satisfaction by listening to your needs, so we can help you find the perfect vehicle and a way to make it affordable.","Kia","Seltos","New","2024","29640","16V MPFI DOHC","4","Gasoline","16","Automatic CVT","EX","SUV","4","Steel Gray","Black","All-wheel Drive"
"2024 Chevrolet Blazer 3LT","
      
        Heated Leather Seats, NAV, Sunroof, Onboard Communications System, Satellite Radio, Power Liftgate, AWD, Alloy Wheels, SOUND & TECHNOLOGY PACKAGE. COPPER BRONZE METALLIC exterior and JET BLACK interior. AND MORE!======KEY FEATURES INCLUDE: Leather Seats, Power Liftgate, Heated Driver Seat, Satellite Radio, Onboard Communications System, Aluminum Wheels, Remote Engine Start, Dual Zone A/C, Cross-Traffic Alert, Blind Spot Monitor, WiFi Hotspot, Lane Keeping Assist, Heated Seats, Heated Leather Seats Remote Trunk Release, Keyless Entry, Privacy Glass, Child Safety Locks, Electronic Stability Control. ======OPTION PACKAGES: includes (IOT) Chevrolet Infotainment 3 Premium system with connected Navigation and 10.2 diagonal HD color touchscreen, (UQA) Bose premium 8-speaker system, 4.2 display with infotainment connectivity, (MCR) 2 USB data ports with SD Card Reader, located within front center storage bin, (KSG) Adaptive Cruise Control, (UGN) Enhanced Automatic Emergency Braking, (UV2) HD Surround Vision, (DRZ) Rear Camera Mirror, (K4C) Wireless Charging and (KI6) 120-volt power outlet, SUNROOF, POWER PANORAMIC, TILT-SLIDING WITH POWER SUNSHADE, and Active Fuel Management with Stop/Start (308 hp [229 kW] @ 6700 rpm, 270 lb-ft of torque [366 N-m] @ 5000 rpm), includes (VAV) premium all-weather floor mats, LPO and (VLI) cargo mat, LPO, with connected Navigation, 10.2 diagonal HD color touchscreen, AM/FM stereo, Bluetooth® audio streaming for 2 active devices, Apple CarPlay® and Android Auto® capable, enhanced voice recognition, additional memory for in-vehicle apps, cloud connected personalization for select infotainment and vehicle settings. Subscription required for enhanced and connected services after trial period. with overdrive, includes Driver Shift Control. ======BUY FROM AN AWARD WINNING DEALER: At Chevrolet GMC of Helena, we are local people helping local people find the car, truck or SUV that meets their needs and at a fair price. In fact Price does not include title, license, or dealer doc fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    ","Chevrolet","Blazer","New","2024","43727","24V GDI DOHC","6","Gasoline","9","9-Speed Automatic","3LT","SUV","4","Copper Bronze","Jet Black","All-wheel Drive"
"2024 GMC Terrain SLE","","GMC","Terrain","New","2024","35870","4 gasoline direct injection, DOHC, variable valve control","4","Gasoline","0","Automatic","SLE","SUV","4","Summit White","Jet Blk Premium Clth","All-wheel Drive"
"2024 RAM 3500 Tradesman","
      
        Bright White Clearcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6 CLEAN AND SANITIZED.The sales staff at Freedom Chrysler Dodge Jeep Ram North in Sherman Texas, proudly offers a huge selection of New Cars, Trucks and SUVs in North, TX. Our experienced sales staff can point you in the right direction based on your individual vehicle needs. We also offer competitive financing, top tier service and a fully stocked inventory. Call us today @ 903-893-0144 or visit www.freedomchrylserdodgejeepramnorth.com. 'Saveatfreedom' All prices are plus TT&L. Some customers may not qualify for all rebates, please see dealer for details. Price includes: $3000 - 2024 JR Southwest BC Retail Consumer Cash 63CR1. Exp. 06/03/2024
      
    ","RAM","3500","New","2024","64670","oled Turbo Diesel I-6 6.7 L/408","6","Diesel","15","Automatic","Tradesman","Pickup Truck","4","Bright White Clearcoat","Diesel Gray/Black","Four-wheel Drive"
"2024 Jeep Wrangler Sport S","
      
        Germain of Sidney is proud to Serve the Sidney, Piqua, Greenville, Covington, Troy, Russia, Fort Loramie, Anna, Columbus, Dayton, Wapakoneta. Serving Shelby, Miami, Darke, Franklin, County, Eastern Indiana surrounding areas. 45365, 43343, 45845, 45340, 45302, 45306 45388, 45367, 45356, 45865, 45333, 43070, 45360, 45318, 45388, 43072, 45351, 45374, 45380, 45860. We are a family owned and run business who does not stop at the sale. We will be with you the entire time you own your brand New Germain CDJR for all of your wants and needs.2024 Wrangler Jeep Sport S Hydro Blue Pearl Coat 4WD 8-Speed Automatic 2.0L I4 DOHCWe are located along I-75, just 40 miles north of Dayton. Find out why Germain of Sidney is a top rated dealer in the Upper Miami Valley serving Sidney, Piqua and Troy. Beavercreek, Fairborn, Urbana, Vandalia, Dayton, Columbus.
      
    ","Jeep","Wrangler","New","2024","46973","gasoline direct injection, DOHC, intercooled turbo, premi","4","Gasoline","10","Automatic","Sport S","SUV","4","Hydro Blue Pearlcoat","Black","Four-wheel Drive"
"2024 Jeep Grand Cherokee 4xe Trailhawk","
      
        New Price! Silver Zynith 2024 Jeep Grand Cherokee Trailhawk 4xe 4WD 8-Speed Automatic 2.0L I4 DOHC 2.0L I4 DOHC, 4WD.Thank you for considering CDJR. Our primary objective is to provide all potential customers with the necessary information to make well-informed decisions. We aim to ensure that the car buying process is not only hassle-free and enjoyable, but also completely transparent, without any undue pressure. At CDJR, we boast an extensive inventory of both new and used vehicles. We take pride in offering the best up-front market-based pricing and maintaining a collection of high-quality, low mileage vehicles that are among the finest in Florida. When you purchase a vehicle from Naples CDJR, you'll gain access to the exclusive Naples Advantage Package, which includes a range of benefits such as paint and fabric protection, anti-theft VIN etching, door edge and cup guards, nitrogen tire service, roadside assistance, rain repellent, collision credit, and stolen vehicle assistance. Even if you're not currently in the market for a new vehicle, we're ready to purchase your car. Don't hesitate to contact us or visit our dealership today! To confirm availability and schedule a no-obligation test drive, please call Naples Chrysler Dodge Jeep Ram at 239-695-7719. You can find us conveniently located at 6381 Airport-Pulling Rd, Naples FL 34109.
      
    Visit www.NAPLESHASIT.com to print off your $500 Trade Assistance Voucher!","Jeep","Grand Cherokee 4xe","New","2024","54905","16V GDI DOHC Turbo Hybrid","4","Hybrid","1","8-Speed Automatic","Trailhawk","SUV","4","Silver Zynith","Global Black","Four-wheel Drive"
"2024 Mazda CX-90 PHEV Preferred","
      
        This Mazda CX-90 PHEV boasts a Gas/Electric I-4 2.5 L/152 engine powering this Automatic transmission. MACHINE GRAY METALLIC PAINT CHARGE, MACHINE GRAY METALLIC, BLACK, LEATHER SEAT TRIM. This Mazda CX-90 PHEV Features the Following Options Window Grid Antenna, Wheels: 19 x 8.5J Aluminum Alloy -inc: silver metallic finish, Trunk/Hatch Auto-Latch, Trip Computer, Transmission: SKYACTIV Drive 8-Speed Automatic -inc: manual shift mode, Towing Equipment -inc: Trailer Sway Control, Tires: 265/55R19, Tire Specific Low Tire Pressure Warning, Tailgate/Rear Door Lock Included w/Power Door Locks, Steel Spare Wheel. Stop By Today For a must-own Mazda CX-90 PHEV come see us at Lou Fusz Evansville Volvo and Mazda, 4500 E Division St, Evansville, IN 47715. Just minutes away!
      
    When it's time for a new Mazda, there's no better place to go than Lou Fusz Mazda of Evansville. We're your premier new Mazda dealer near and we're certain you'll discover the right Mazda model and offer for your budget, taste and needs. As your go-to new Mazda dealer, we're proud to make you competitive offers on the latest Mazda sedans and SUVs near Jasper and Henderson.","Mazda","CX-90 PHEV","New","2024","50915","16V GDI DOHC Hybrid","4","Hybrid","7","8-Speed Automatic","Preferred","SUV","4","Machine Gray Metallic","Black","All-wheel Drive"
